home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,home_goals,away_goals,Attendance,Venue,Officials,Date,Score,Referee,Notes,Round,Host,Year
Argentina,Korea Republic,3,,,1,,,Carlos Bilardo,Diego Maradona,Jung Nam Kim,Park Chang-sun,Jorge Valdano · 6|Oscar Ruggeri · 18|Jorge Valdano · 46,Park Chang-sun · 73,60000,"Estadio Olï¿½mpico Universitario, Mexico City",Victoriano Sanchez Arminio (Referee) · Gabriel Gonzalez Roa (AR1) · Jesus Diaz Palacio (AR2),1986-06-02,3–1,Victoriano Sanchez Arminio,,Group stage,Mexico,1986
Morocco,Poland,0,,,0,,,Jose Faria,Ezzaki Badou,Antoni Piechniczek,Zbigniew Boniek,,,19900,"Estadio Universitario, Monterrey",Jose Luis Martinez Bazan (Referee) · Joel Quiniou (AR1) · Idrissa Traore (AR2),1986-06-02,0–0,Jose Luis Martinez Bazan,,Group stage,Mexico,1986
Spain,Brazil,0,,,1,,,Miguel Munoz,José Antonio Camacho,Tele Santana,Edinho,,Sócrates · 62,35748,"Jalisco, Guadalajara",Christopher Bambridge (Referee) · David Socha (AR1) · Jan Keizer (AR2),1986-06-01,0–1,Christopher Bambridge,,Group stage,Mexico,1986
Canada,France,0,,,1,,,Tony Waiters,Bruce Wilson,Henri Michel,Michel Platini,,Jean-Pierre Papin · 79,65500,"Nou Camp - Estadio Leï¿½n, Leon",Hernan Silva Arce (Referee) · Romulo Mendez Molina (AR1) · Berny Ulloa Morera (AR2),1986-06-01,0–1,Hernan Silva Arce,,Group stage,Mexico,1986
Bulgaria,Italy,1,,,1,,,Ivan Vutsov,Georgi Dimitrov,Enzo Bearzot,Gaetano Scirea,Nasko Sirakov · 85,Alessandro Altobelli · 43,96000,"Estadio Azteca, Mexico City",Erik Fredriksson (Referee) · Edgardo Codesal Mendez (AR1) · Volker Roth (AR2),1986-05-31,1–1,Erik Fredriksson,,Group stage,Mexico,1986
Italy,West Germany,3,,,1,,,Enzo Bearzot,Dino Zoff,Jupp Derwall,Karl-Heinz Rummenigge,Paolo Rossi · 57|Marco Tardelli · 69|Alessandro Altobelli · 81,Paul Breitner · 83,90000,"Santiago Bernabeu, Madrid",Arnaldo Coelho (Referee) · Abraham Klein (AR1) · Vojtech Christov (AR2),1982-07-11,3–1,Arnaldo Coelho,,Final,Spain,1982
Poland,France,3,,,2,,,Antoni Piechniczek,Władysław Żmuda,Michel Hidalgo,Marius Trésor,Andrzej Szarmach · 40|Stefan Majewski · 44|Janusz Kupcewicz · 46,René Girard · 13|Alain Couriol · 72,28000,"Jose Rico Perez, Alicante",Antonio Garrido (Referee) · Mario Rubio Vazquez (AR1) · Belaid Lacarne (AR2),1982-07-10,3–2,Antonio Garrido,,Third-place match,Spain,1982
Poland,Italy,0,,,2,,,Antoni Piechniczek,Władysław Żmuda,Enzo Bearzot,Dino Zoff,,Paolo Rossi · 22|Paolo Rossi · 73,50000,"Camp Nou, Barcelona",Juan Cardellino De San Vicente (Referee) · David Socha (AR1) · Gilberto Aristizabal Murcia (AR2),1982-07-08,0–2,Juan Cardellino De San Vicente,,Semi-finals,Spain,1982
West Germany,France,3,,5.0,3,,4.0,Jupp Derwall,Manfred Kaltz,Michel Hidalgo,Michel Platini,Pierre Littbarski · 17|Karl-Heinz Rummenigge · 102|Klaus Fischer · 108,Michel Platini (P) · 26|Marius Trésor · 92|Alain Giresse · 98,70000,"Ramon Sanchez Pizjuan, Seville",Charles Corver (Referee) · Bruno Galler (AR1) · Robert Valentine (AR2),1982-07-08,(5) 3–3 (4),Charles Corver,West Germany won on penalty kicks following extra time,Semi-finals,Spain,1982
Italy,Brazil,3,,,2,,,Enzo Bearzot,Dino Zoff,Tele Santana,Sócrates,Paolo Rossi · 5|Paolo Rossi · 25|Paolo Rossi · 74,Sócrates · 12|Paulo Roberto Falcão · 68,44000,"Sarria, Barcelona",Abraham Klein (Referee) · Thomson Tam Sun Chan (AR1) · Bogdan Dotchev (AR2),1982-07-05,3–2,Abraham Klein,,Second group stage,Spain,1982
Spain,England,0,,,0,,,Jose Santamaria,Luis Arconada,Ron Greenwood,Mick Mills,,,75000,"Santiago Bernabeu, Madrid",Alexis Ponnet (Referee) · Michel Vautrot (AR1) · Belaid Lacarne (AR2),1982-07-05,0–0,Alexis Ponnet,,Second group stage,Spain,1982
France,Northern Ireland,4,,,1,,,Michel Hidalgo,Michel Platini,Billy Bingham,Martin O'Neill,Alain Giresse · 33|Dominique Rocheteau · 46|Dominique Rocheteau · 68|Alain Giresse · 80,Gerry Armstrong · 75,37000,"Vicente Calderon, Madrid",Alojzy Jarguz (Referee) · Nicolae Rainea (AR1) · Yusef Mohamed El Ghoul (AR2),1982-07-04,4–1,Alojzy Jarguz,,Second group stage,Spain,1982
Poland,Soviet Union,0,,,0,,,Antoni Piechniczek,Władysław Żmuda,Konstantin Beskov,Aleksandre Chivadze,,,65000,"Camp Nou, Barcelona",Robert Valentine (Referee) · Henning Lund-Sorensen (AR1) · Clive White (AR2),1982-07-04,0–0,Robert Valentine,,Second group stage,Spain,1982
Argentina,Brazil,1,,,3,,,Cesar Luis Menotti,Daniel Passarella,Tele Santana,Sócrates,Diego Maradona · 85|Ramón Díaz · 89,Zico · 11|Serginho Chulapa · 66|Leovegildo Lins da Gama Júnior · 75,44000,"Sarria, Barcelona",Mario Rubio Vazquez (Referee) · Gilberto Aristizabal Murcia (AR1) · Gaston Castro (AR2),1982-07-02,1–3,Mario Rubio Vazquez,,Second group stage,Spain,1982
West Germany,Spain,2,,,1,,,Jupp Derwall,Karl-Heinz Rummenigge,Jose Santamaria,Luis Arconada,Pierre Littbarski · 50|Klaus Fischer · 75,Jesús María Zamora · 82,90089,"Santiago Bernabeu, Madrid",Paolo Casarin (Referee) · Franz Woehrer (AR1) · Karoly Palotai (AR2),1982-07-02,2–1,Paolo Casarin,,Second group stage,Spain,1982
Austria,Northern Ireland,2,,,2,,,Georg Schmidt,Erich Obermayer,Billy Bingham,Martin O'Neill,Bruno Pezzey · 50|Reinhold Hintermaier · 68,Billy Hamilton · 27|Billy Hamilton · 75,20000,"Vicente Calderon, Madrid",Adolf Prokop (Referee) · Erik Fredriksson (AR1) · Walter Eschweiler (AR2),1982-07-01,2–2,Adolf Prokop,,Second group stage,Spain,1982
Belgium,Soviet Union,0,,,1,,,Guy Thys,Walter Meeuws,Konstantin Beskov,Aleksandre Chivadze,,Khoren Oganesian · 48,45000,"Camp Nou, Barcelona",Michel Vautrot (Referee) · Charles Corver (AR1) · Antonio Garrido (AR2),1982-07-01,0–1,Michel Vautrot,,Second group stage,Spain,1982
Italy,Argentina,2,,,1,,,Enzo Bearzot,Dino Zoff,Cesar Luis Menotti,Daniel Passarella,Marco Tardelli · 57|Antonio Cabrini · 67,Daniel Passarella · 83|Américo Gallego · 84,43000,"Sarria, Barcelona",Nicolae Rainea (Referee) · Bruno Galler (AR1) · Belaid Lacarne (AR2),1982-06-29,2–1,Nicolae Rainea,,Second group stage,Spain,1982
West Germany,England,0,,,0,,,Jupp Derwall,Karl-Heinz Rummenigge,Ron Greenwood,Mick Mills,,,75000,"Santiago Bernabeu, Madrid",Arnaldo Coelho (Referee) · Hector Ortiz (AR1) · Romulo Mendez Molina (AR2),1982-06-29,0–0,Arnaldo Coelho,,Second group stage,Spain,1982
Austria,France,0,,,1,,,Georg Schmidt,Erich Obermayer,Michel Hidalgo,Marius Trésor,,Bernard Genghini · 39,37000,"Vicente Calderon, Madrid",Karoly Palotai (Referee) · Vojtech Christov (AR1) · Damir Matovinovic (AR2),1982-06-28,0–1,Karoly Palotai,,Second group stage,Spain,1982
Poland,Belgium,3,,,0,,,Antoni Piechniczek,Władysław Żmuda,Guy Thys,Walter Meeuws,Zbigniew Boniek · 4|Zbigniew Boniek · 26|Zbigniew Boniek · 53,,65000,"Camp Nou, Barcelona",Jesus Paulino Siles (Referee) · Enrique Labo Revoredo (AR1) · Gaston Castro (AR2),1982-06-28,3–0,Jesus Paulino Siles,,Second group stage,Spain,1982
England,Kuwait,1,,,0,,,Ron Greenwood,Mick Mills,Carlos Alberto Parreira,Saad Al-Houti,Trevor Francis · 27,,39700,"San Mames, Bilbao",Gilberto Aristizabal Murcia (Referee) · Henning Lund-Sorensen (AR1) · Jose L. Garcia Carrion (AR2),1982-06-25,1–0,Gilberto Aristizabal Murcia,,First group stage,Spain,1982
West Germany,Austria,1,,,0,,,Jupp Derwall,Karl-Heinz Rummenigge,Georg Schmidt,Erich Obermayer,Horst Hrubesch · 10,,41000,"El Molinon, Gijon",Robert Valentine (Referee) · Ebrahim Al Doy (AR1) · Arnaldo Coelho (AR2),1982-06-25,1–0,Robert Valentine,,First group stage,Spain,1982
Northern Ireland,Spain,1,,,0,,,Billy Bingham,Martin O'Neill,Jose Santamaria,Luis Arconada,Gerry Armstrong · 47|Mal Donaghy · 62,,49562,"Luis Casanova, Valencia",Hector Ortiz (Referee) · Enrique Labo Revoredo (AR1) · Alexis Ponnet (AR2),1982-06-25,1–0,Hector Ortiz,,First group stage,Spain,1982
France,Czechoslovakia,1,,,1,,,Michel Hidalgo,Michel Platini,Jozef Venglos,Zdeněk Nehoda,Didier Six · 66,Antonín Panenka (P) · 84|Ladislav Vízek · 87,28000,"Jose Zorrilla, Valladolid",Paolo Casarin (Referee) · Benjamin Dwomoh (AR1) · Karoly Palotai (AR2),1982-06-24,1–1,Paolo Casarin,,First group stage,Spain,1982
Algeria,Chile,3,,,2,,,Rachid Mekhloufi,Ali Fergani,Luis Alberto Santibanez,Elías Figueroa,Salah Assad · 7|Salah Assad · 31|Tedj Bensaoula · 35,Miguel Ángel Neira (P) · 59|Juan Carlos Letelier · 73,16000,"Carlos Tartiere, Oviedo",Romulo Mendez Molina (Referee) · Erik Fredriksson (AR1) · Arnaldo Coelho (AR2),1982-06-24,3–2,Romulo Mendez Molina,,First group stage,Spain,1982
Honduras,Yugoslavia,0,,,1,,,Jose De La Paz,Ramón Maradiaga,Miljan Miljanic,Ivica Šurjak,Gilberto Yearwood · 89,Vladimir Petrović (P) · 88,25000,"La Romareda, Zaragoza",Gaston Castro (Referee) · Jesus Paulino Siles (AR1) · Arturo Andres Ithurralde (AR2),1982-06-24,0–1,Gaston Castro,,First group stage,Spain,1982
Italy,Cameroon,1,,,1,,,Enzo Bearzot,Dino Zoff,Jean Vincent,Thomas N'Kono,Francesco Graziani · 60,Grégoire M'Bida · 61,20000,"Estadio Municipal de Balaï¿½dos, Vigo",Bogdan Dotchev (Referee) · Emilio Soriano Aladren (AR1) · Victoriano Sanchez Arminio (AR2),1982-06-23,1–1,Bogdan Dotchev,,First group stage,Spain,1982
Argentina,El Salvador,2,,,0,,,Cesar Luis Menotti,Daniel Passarella,Mauricio Rodriguez,Norberto Huezo,Daniel Passarella (P) · 22|Daniel Bertoni · 54,,32500,"Jose Rico Perez, Alicante",Luis Barrancos (Referee) · Augusto Lamo Castillo (AR1) · Belaid Lacarne (AR2),1982-06-23,2–0,Luis Barrancos,,First group stage,Spain,1982
Brazil,New Zealand,4,,,0,,,Tele Santana,Sócrates,John Adshead,Steve Sumner,Zico · 28|Zico · 31|Paulo Roberto Falcão · 64|Serginho Chulapa · 70,,43000,"Benito Villamarin, Seville",Damir Matovinovic (Referee) · Abraham Klein (AR1) · Charles Corver (AR2),1982-06-23,4–0,Damir Matovinovic,,First group stage,Spain,1982
Poland,Peru,5,,,1,,,Antoni Piechniczek,Władysław Żmuda,Tim,Rubén Toribio Díaz,Włodzimierz Smolarek · 55|Grzegorz Lato · 58|Zbigniew Boniek · 61|Andrzej Buncol · 68|Włodzimierz Ciołek · 76,Guillermo La Rosa · 83,25000,"Riazor, La Coruï¿½A",Mario Rubio Vazquez (Referee) · Emilio Soriano Aladren (AR1) · Victoriano Sanchez Arminio (AR2),1982-06-22,5–1,Mario Rubio Vazquez,,First group stage,Spain,1982
Belgium,Hungary,1,,,1,,,Guy Thys,Eric Gerets,Kalman Meszoly,Tibor Nyilasi,Alexandre Czerniatynski · 76,József Varga · 27,37000,"Nuevo Estadio, Elche",Clive White (Referee) · Walter Eschweiler (AR1) · Belaid Lacarne (AR2),1982-06-22,1–1,Clive White,,First group stage,Spain,1982
Soviet Union,Scotland,2,,,2,,,Konstantin Beskov,Aleksandre Chivadze,Jock Stein,Graeme Souness,Aleksandre Chivadze · 59|Ramaz Shengelia · 84,Joe Jordan · 15|Graeme Souness · 86,45000,"La Rosaleda, Malaga",Nicolae Rainea (Referee) · Alojzy Jarguz (AR1) · Alexis Ponnet (AR2),1982-06-22,2–2,Nicolae Rainea,,First group stage,Spain,1982
Algeria,Austria,0,,,2,,,Rachid Mekhloufi,Ali Fergani,Georg Schmidt,Erich Obermayer,,Walter Schachner · 55|Hans Krankl · 67,22000,"Carlos Tartiere, Oviedo",Tony Boskovic (Referee) · Vojtech Christov (AR1) · Ebrahim Al Doy (AR2),1982-06-21,0–2,Tony Boskovic,,First group stage,Spain,1982
France,Kuwait,4,,,1,,,Michel Hidalgo,Michel Platini,Carlos Alberto Parreira,Saad Al-Houti,Bernard Genghini · 31|Michel Platini · 43|Didier Six · 48|Maxime Bossis · 89,Abdullah Al-Buloushi · 75,30043,"Jose Zorrilla, Valladolid",Miroslav Stupar (Referee) · Erik Fredriksson (AR1) · Damir Matovinovic (AR2),1982-06-21,4–1,Miroslav Stupar,,First group stage,Spain,1982
Honduras,Northern Ireland,1,,,1,,,Jose De La Paz,Ramón Maradiaga,Billy Bingham,Martin O'Neill,Eduardo Laing · 60,Gerry Armstrong · 9,15000,"La Romareda, Zaragoza",Thomson Tam Sun Chan (Referee) · Enrique Labo Revoredo (AR1) · Paolo Casarin (AR2),1982-06-21,1–1,Thomson Tam Sun Chan,,First group stage,Spain,1982
West Germany,Chile,4,,,1,,,Jupp Derwall,Karl-Heinz Rummenigge,Luis Alberto Santibanez,Elías Figueroa,Karl-Heinz Rummenigge · 9|Karl-Heinz Rummenigge · 57|Karl-Heinz Rummenigge · 66|Uwe Reinders · 83,Gustavo Moscoso · 90,42000,"El Molinon, Gijon",Bruno Galler (Referee) · Vojtech Christov (AR1) · Tony Boskovic (AR2),1982-06-20,4–1,Bruno Galler,,First group stage,Spain,1982
England,Czechoslovakia,2,,,0,,,Ron Greenwood,Mick Mills,Jozef Venglos,Zdeněk Nehoda,Trevor Francis · 62|Jozef Barmoš (OG) · 66,,41123,"San Mames, Bilbao",Charles Corver (Referee) · Bogdan Dotchev (AR1) · Gilberto Aristizabal Murcia (AR2),1982-06-20,2–0,Charles Corver,,First group stage,Spain,1982
Spain,Yugoslavia,2,,,1,,,Jose Santamaria,Luis Arconada,Miljan Miljanic,Ivica Šurjak,Juanito (P) · 14|Enrique Saura · 66,Ivan Gudelj · 10,48000,"Luis Casanova, Valencia",Henning Lund-Sorensen (Referee) · Antonio Garrido (AR1) · Arturo Andres Ithurralde (AR2),1982-06-20,2–1,Henning Lund-Sorensen,,First group stage,Spain,1982
Poland,Cameroon,0,,,0,,,Antoni Piechniczek,Władysław Żmuda,Jean Vincent,Thomas N'Kono,,,19000,"Riazor, La Coruï¿½A",Alexis Ponnet (Referee) · Walter Eschweiler (AR1) · Mario Rubio Vazquez (AR2),1982-06-19,0–0,Alexis Ponnet,,First group stage,Spain,1982
Soviet Union,New Zealand,3,,,0,,,Konstantin Beskov,Aleksandre Chivadze,John Adshead,Steve Sumner,Yuri Gavrilov · 24|Oleh Blokhin · 48|Sergei Pavlovich Baltacha · 68,,19000,"La Rosaleda, Malaga",Yusef Mohamed El Ghoul (Referee) · Emilio Soriano Aladren (AR1) · Clive White (AR2),1982-06-19,3–0,Yusef Mohamed El Ghoul,,First group stage,Spain,1982
Belgium,El Salvador,1,,,0,,,Guy Thys,Eric Gerets,Mauricio Rodriguez,Norberto Huezo,Ludo Coeck · 19,,15000,"Nuevo Estadio, Elche",Malcolm Moffatt (Referee) · Gaston Castro (AR1) · Alojzy Jarguz (AR2),1982-06-19,1–0,Malcolm Moffatt,,First group stage,Spain,1982
Italy,Peru,1,,,1,,,Enzo Bearzot,Dino Zoff,Tim,Rubén Toribio Díaz,Bruno Conti · 18,Rubén Toribio Díaz · 83,25000,"Estadio Municipal de Balaï¿½dos, Vigo",Walter Eschweiler (Referee) · Mario Rubio Vazquez (AR1) · Abraham Klein (AR2),1982-06-18,1–1,Walter Eschweiler,,First group stage,Spain,1982
Brazil,Scotland,4,,,1,,,Tele Santana,Sócrates,Jock Stein,Graeme Souness,Zico · 33|Oscar · 48|Éder Aleixo de Assis · 63|Paulo Roberto Falcão · 87,David Narey · 18,47379,"Benito Villamarin, Seville",Jesus Paulino Siles (Referee) · Thomson Tam Sun Chan (AR1) · Adolf Prokop (AR2),1982-06-18,4–1,Jesus Paulino Siles,,First group stage,Spain,1982
Argentina,Hungary,4,,,1,,,Cesar Luis Menotti,Daniel Passarella,Kalman Meszoly,Tibor Nyilasi,Daniel Bertoni · 26|Diego Maradona · 28|Diego Maradona · 57|Osvaldo Ardiles · 60,Gábor Pölöskei · 76,32093,"Jose Rico Perez, Alicante",Belaid Lacarne (Referee) · Michel Vautrot (AR1) · Nicolae Rainea (AR2),1982-06-18,4–1,Belaid Lacarne,,First group stage,Spain,1982
Chile,Austria,0,,,1,,,Luis Alberto Santibanez,Elías Figueroa,Georg Schmidt,Erich Obermayer,,Walter Schachner · 22,22500,"Carlos Tartiere, Oviedo",Juan Cardellino De San Vicente (Referee) · Paolo Casarin (AR1) · Gilberto Aristizabal Murcia (AR2),1982-06-17,0–1,Juan Cardellino De San Vicente,,First group stage,Spain,1982
Czechoslovakia,Kuwait,1,,,1,,,Jozef Venglos,Zdeněk Nehoda,Carlos Alberto Parreira,Saad Al-Houti,Antonín Panenka (P) · 21,Faisal Al-Dakhil · 57,25000,"Jose Zorrilla, Valladolid",Benjamin Dwomoh (Referee) · Romulo Mendez Molina (AR1) · Robert Valentine (AR2),1982-06-17,1–1,Benjamin Dwomoh,,First group stage,Spain,1982
Yugoslavia,Northern Ireland,0,,,0,,,Miljan Miljanic,Ivica Šurjak,Billy Bingham,Martin O'Neill,,,25000,"La Romareda, Zaragoza",Erik Fredriksson (Referee) · Bruno Galler (AR1) · Karoly Palotai (AR2),1982-06-17,0–0,Erik Fredriksson,,First group stage,Spain,1982
England,France,3,,,1,,,Ron Greenwood,Mick Mills,Michel Hidalgo,Michel Platini,Bryan Robson · 1|Bryan Robson · 67|Paul Mariner · 83,Gérard Soler · 24,44172,"San Mames, Bilbao",Antonio Garrido (Referee) · Gaston Castro (AR1) · Arnaldo Coelho (AR2),1982-06-16,3–1,Antonio Garrido,,First group stage,Spain,1982
West Germany,Algeria,1,,,2,,,Jupp Derwall,Karl-Heinz Rummenigge,Rachid Mekhloufi,Ali Fergani,Karl-Heinz Rummenigge · 67,Rabah Madjer · 54|Lakhdar Belloumi · 68,42000,"El Molinon, Gijon",Enrique Labo Revoredo (Referee) · Gilberto Aristizabal Murcia (AR1) · Paolo Casarin (AR2),1982-06-16,1–2,Enrique Labo Revoredo,,First group stage,Spain,1982
Spain,Honduras,1,,,1,,,Jose Santamaria,Luis Arconada,Jose De La Paz,Ramón Maradiaga,Roberto López Ufarte (P) · 65,Héctor Zelaya · 7,49562,"Luis Casanova, Valencia",Arturo Andres Ithurralde (Referee) · Bogdan Dotchev (AR1) · Luis Barrancos (AR2),1982-06-16,1–1,Arturo Andres Ithurralde,,First group stage,Spain,1982
Peru,Cameroon,0,,,0,,,Tim,Rubén Toribio Díaz,Jean Vincent,Thomas N'Kono,,,11000,"Riazor, La Coruï¿½A",Franz Woehrer (Referee) · Nicolae Rainea (AR1) · Adolf Prokop (AR2),1982-06-15,0–0,Franz Woehrer,,First group stage,Spain,1982
Hungary,El Salvador,10,,,1,,,Kalman Meszoly,Tibor Nyilasi,Mauricio Rodriguez,Norberto Huezo,Tibor Nyilasi · 4|Gábor Pölöskei · 11|László Fazekas · 23|József Tóth · 50|László Fazekas · 54|László Kiss · 69|Lázár Szentes · 70|László Kiss · 72|László Kiss · 76|Tibor Nyilasi · 83,Luis Ramírez Zapata · 64,23000,"Nuevo Estadio, Elche",Ebrahim Al Doy (Referee) · Charles Corver (AR1) · Henning Lund-Sorensen (AR2),1982-06-15,10–1 ,Ebrahim Al Doy,,First group stage,Spain,1982
Scotland,New Zealand,5,,,2,,,Jock Stein,Danny McGrain,John Adshead,Steve Sumner,Kenny Dalglish · 18|John Wark · 29|John Wark · 32|John Robertson · 73|Steve Archibald · 79,Steve Sumner · 54|Steve Wooddin · 64,36000,"La Rosaleda, Malaga",David Socha (Referee) · Thomson Tam Sun Chan (AR1) · Yusef Mohamed El Ghoul (AR2),1982-06-15,5–2,David Socha,,First group stage,Spain,1982
Italy,Poland,0,,,0,,,Enzo Bearzot,Dino Zoff,Antoni Piechniczek,Władysław Żmuda,,,33000,"Estadio Municipal de Balaï¿½dos, Vigo",Michel Vautrot (Referee) · Adolf Prokop (AR1) · Nicolae Rainea (AR2),1982-06-14,0–0,Michel Vautrot,,First group stage,Spain,1982
Brazil,Soviet Union,2,,,1,,,Tele Santana,Sócrates,Konstantin Beskov,Aleksandre Chivadze,Sócrates · 75|Éder Aleixo de Assis · 88,Andriy Bal · 34,68000,"Ramon Sanchez Pizjuan, Seville",Augusto Lamo Castillo (Referee) · Victoriano Sanchez Arminio (AR1) · Jose L. Garcia Carrion (AR2),1982-06-14,2–1,Augusto Lamo Castillo,,First group stage,Spain,1982
Argentina,Belgium,0,,,1,,,Cesar Luis Menotti,Daniel Passarella,Guy Thys,Eric Gerets,,Erwin Vandenbergh · 62,95000,"Camp Nou, Barcelona",Vojtech Christov (Referee) · Karoly Palotai (AR1) · Alojzy Jarguz (AR2),1982-06-13,0–1,Vojtech Christov,,First group stage,Spain,1982
Argentina,Netherlands,3,,,1,,,Cesar Luis Menotti,Daniel Passarella,Ernst Happel,Ruud Krol,Mario Kempes · 38|Mario Kempes · 105|Daniel Bertoni · 115,Dick Nanninga · 82,71483,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Sergio Gonella (Referee) · Ramon Barreto Ruiz (AR1) · Erich Linemayr (AR2),1978-06-25,3–1,Sergio Gonella,Required Extra Time,Final,Argentina,1978
Brazil,Italy,2,,,1,,,Claudio Coutinho,Émerson Leão,Enzo Bearzot,Dino Zoff,Nelinho · 64|Dirceu · 72,Franco Causio · 38,69659,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Abraham Klein (Referee) · Alfonso Gonzalez Archundia (AR1) · Karoly Palotai (AR2),1978-06-24,2–1,Abraham Klein,,Third-place match,Argentina,1978
Netherlands,Italy,2,,,1,,,Ernst Happel,Ruud Krol,Enzo Bearzot,Dino Zoff,Ernie Brandts · 50|Arie Haan · 75,Ernie Brandts (OG) · 18,67433,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Angel Martinez (Referee) · Luis Pestarino (AR1) · Cesar Orozco Guerrero (AR2),1978-06-21,2–1,Angel Martinez,,Second round,Argentina,1978
Austria,West Germany,3,,,2,,,Helmut Senekowitsch,Robert Sara,Helmut Schoen,Berti Vogts,Berti Vogts (OG) · 59|Hans Krankl · 66|Hans Krankl · 87,Karl-Heinz Rummenigge · 19|Bernd Hölzenbein · 68,38318,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",Abraham Klein (Referee) · Alojzy Jarguz (AR1) · Antonio Garrido (AR2),1978-06-21,3–2,Abraham Klein,,Second round,Argentina,1978
Brazil,Poland,3,,,1,,,Claudio Coutinho,Émerson Leão,Jacek Gmoch,Kazimierz Deyna,Nelinho · 12|Roberto Dinamite · 57|Roberto Dinamite · 63,Grzegorz Lato · 45,39586,"San Martin, Mendoza",Juan Silvagno Cavanna (Referee) · Anatoly Ivanov (AR1) · Alfonso Gonzalez Archundia (AR2),1978-06-21,3–1,Juan Silvagno Cavanna,,Second round,Argentina,1978
Argentina,Peru,6,,,0,,,Cesar Luis Menotti,Daniel Passarella,Marcos Calderon,Héctor Chumpitaz,Mario Kempes · 21|Alberto Tarantini · 43|Mario Kempes · 48|Leopoldo Luque · 50|René Houseman · 67|Leopoldo Luque · 72,,37315,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Robert Wurtz (Referee) · Ferdinand Biwersi (AR1) · Sergio Gonella (AR2),1978-06-21,6–0,Robert Wurtz,,Second round,Argentina,1978
